THROUGHPUT,COLLISION_RATE,AVG_OCW
0.031698968276926046,73.96039603960396,18.914310176720768
0.0682190724134606,67.58304696449026,18.583731887397832
0.10461864815350497,64.87252124645893,18.239886163085423
0.14017452511811782,63.780753659296174,18.20191983554131
0.17464564651431877,63.19532639065278,18.273361184799032
0.2108041654613827,62.41942415126772,18.175973905449496
0.2474447979944075,61.89680772086117,18.104021151669013
0.2827596181660399,61.62904808635917,18.048103572899702
0.3221724038183396,61.052018067900335,17.954267573223472
0.3583309227654035,60.8609794628752,17.911681333623193
0.39448944171246747,60.75539568345324,17.875924438384693
0.42932214829813903,60.671303963784915,17.847040928551365
0.4642753832803008,60.45580535879274,17.80542700273781
0.4977822775045801,60.467119747295875,17.81756058334243
0.5343023816411147,60.34529027641112,17.767705530434355
0.5682913894513547,60.3514968045745,17.77160368236165
0.6036062096229872,60.32324512755506,17.79059513336966
0.6404878989489924,60.20369954317382,17.782052030230677
0.6774901166714878,60.126268000283744,17.745580656131104
0.7131665220325909,60.074224021592435,17.75210745899841
0.7487223989972037,60.06942212508839,17.760994879386207
0.7821087648249928,60.05294262496922,17.783453063445755
0.8142898466878796,60.09450679267573,17.802654105929474
0.8527384051682576,59.94905179733937,17.8010189243172
0.8873300549609487,59.92160705536502,17.803275818037346
0.9251759714588758,59.83885313660859,17.780723092741702
0.9613344904059397,59.808515998992185,17.773644843684067
0.9939976858547874,59.866660178110855,17.7838800821884
1.028830392440459,59.849482596425204,17.79414377392993
1.0636630990261307,59.849863512283896,17.806639140748143
1.0998216179731946,59.80353288401392,17.79434179955299
1.1310384726641596,59.90086317408768,17.799543404446194
1.1676791051971844,59.82750041466246,17.803261235112192
1.2060071352810722,59.72306082196192,17.78345365188077
1.24433516536496,59.61034388325965,17.758977485043776
1.2802526275190436,59.6229140532938,17.758280351893987
1.314482692122264,59.64328004736531,17.761430580080773
1.350159097483367,59.62224705331074,17.762781932869395
1.3836659917076464,59.64141325364739,17.772998649845604
1.4182576415003374,59.62462256382103,17.771829554921744
1.4548982740333622,59.605795937489546,17.764762340204104
1.490333622601485,59.59018268570868,17.760615057579983
1.5262510847555684,59.56121862425752,17.758368088019125
1.5646996432359463,59.497067265693246,17.74866271206536
1.6014608041654614,59.47726371649029,17.7397122834594
1.6360524539581525,59.47938744440132,17.73273436413794
1.6740188988525697,59.41736792893876,17.716905287771255
1.7095747758171824,59.41747017252725,17.724517754438274
1.7428406132484813,59.43899018232819,17.721926177306948
1.779963359367467,59.41742236878264,17.722183353723707
1.8163629351075112,59.401939655172406,17.72216146586455
1.851195641693183,59.41067653276956,17.72524527347619
1.8872336322437566,59.393153526970956,17.719850763541228
1.9243563783627422,59.376113174902045,17.71989463722643
1.9606354257062963,59.370082673526994,17.715073020097222
1.9993250409796548,59.307231871258956,17.70738323759365
2.03608620190917,59.278275961816604,17.705049176696075
2.0715215504772924,59.27058154414902,17.702731698441294
2.1069568990454153,59.270736253494874,17.703427567206383
2.141910134027577,59.29870367825569,17.70567884165134
2.1816845048693474,59.23381829647313,17.69348372136258
2.21724038183396,59.23504775411617,17.691704808927557
2.2523141452126123,59.26361912235956,17.683816918751234
2.286785266608813,59.253055000751665,17.68557701655265
2.3259569954681325,59.224983096686955,17.678504084214193
2.3628386847941374,59.20847291870409,17.680366938755913
2.3989972037412013,59.21311475409836,17.678496220535596
2.4333477967409123,59.25365302333091,17.685653263347646
2.468180503326584,59.24857216771805,17.687116639573976
2.503977437084177,59.24152949716506,17.6866349020065
2.5415822967891235,59.21276595744681,17.683110240335438
