NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT,TX_TRY,AVG_OCW
28,47.58436030999873,37.325778765562326,802740.76,0.2708830298281987,1.6791276714102488,10.54,11.99944728804328
29,47.543580866471856,36.82302924070137,813003.24,0.26123519119588595,1.715690737320719,10.36,11.999445516560863
30,47.50378605005717,36.292579438703655,824195.82,0.2524135669900398,1.7553770933976134,10.64,11.999446829667823
31,47.4876159319019,36.763350595304836,813364.4,0.24495616079702162,1.72013375410185,10.96,11.999431935261043
32,47.476470588235316,37.64073359155846,794219.1,0.23809020422408192,1.6566808387523695,11.0,11.999401940197002
33,47.45055266166942,36.77051508759466,812571.34,0.2307382280326552,1.71956680328123,11.3,11.999396839187972
34,47.41371172659127,36.24623476883882,823684.62,0.22379902082243866,1.758910972093772,11.48,11.999397598577424
35,47.378595477067705,36.07643417182282,826948.62,0.21785550530173003,1.77189513595639,11.24,11.999385598396765
36,47.35219476559521,35.84788873862274,831756.98,0.21204420873050783,1.7895737506382423,12.02,11.999378327169687
37,47.34504827849066,35.73330929612989,834298.1,0.20651452777339913,1.7984920403343005,11.58,11.999371574060334
38,47.30354148138738,35.65277680814973,835449.46,0.20162674601244152,1.804847451700156,12.08,11.999358391809919
39,47.27345635878541,35.30741412302389,843085.18,0.1959760799020642,1.8322708602489879,12.18,11.999352431426054
40,47.262796976241916,35.147381736997076,846732.8,0.19176043460474101,1.8451843387335642,12.46,11.99934387948591
41,47.222478084106214,34.93333586288469,851194.36,0.1868661289070993,1.8625908930325223,12.54,11.999334418915923
42,47.20050184220556,35.11783404511856,846328.22,0.18288361200176742,1.847572570986345,12.56,11.999319035587177
43,47.20731482657859,35.08088866760773,847341.8,0.17838894025789262,1.8505470780835092,13.28,11.99930619401253
44,47.153519247871934,34.69102522922237,855887.9,0.174403914114324,1.8826005243929467,13.58,11.999301103538594
45,47.13792402490152,34.541825154874566,859300.76,0.17085504493009243,1.8950809160208562,13.36,11.999289567717684
46,47.12538114597889,34.44566688051074,861470.32,0.16711084562325515,1.9031178029518478,13.62,11.999271917327249
47,47.10259814508958,34.39257451819311,862382.9,0.16354538304767705,1.9075980967238462,13.2,11.999261792961406
48,47.111412145851844,34.459133186204525,860878.3,0.16055422240304051,1.9019827431333312,13.98,11.999243327011817
49,47.041608436031,34.096739197667546,868739.12,0.15730386614904338,1.9328417968530802,14.16,11.999240237684313
50,47.037679456231736,33.962308513234696,872104.66,0.15406331192858327,1.944423363021683,14.14,11.999232113393708
51,47.02319908524965,33.97256929769917,871573.22,0.1510387391262808,1.9435672262956225,14.3,11.999218726532215
52,47.01701499174185,33.88655867145339,873670.28,0.14832416150496117,1.9510353514564445,14.34,11.999203281120403
