NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE,RU_SUCCESS_RATE,RU_IDLE_RATE
1,8.030349050236236,100.0,0.0,66626.2,0.5,0.0,124.52748467850083,0.6662619999999982,8.0,0.0,8.328275000000065,91.6717250000003
5,26.210394368913313,73.34404023727771,26.65595976272229,296496.2,0.5,0.3634317555579999,190.75990028869927,2.964962000000005,9.487888067814055,4.746000000000019,27.182799999999947,68.07120000000045
10,33.948245106547105,55.10161248981568,44.89838751018432,511167.6,0.5,0.8148358181684007,294.5578972706059,5.111675999999946,11.62744488453544,13.081724999999972,35.207724999999655,51.71055000000001
15,36.06216854690965,44.71821657864666,55.28178342135334,669079.6,0.5,1.2362763732075228,415.9308926208431,6.690795999999985,13.907724120108384,20.25122500000007,37.40007500000007,42.34869999999985
20,36.37469867900877,38.14613493021226,61.85386506978774,791151.0,0.5,1.6214974558952016,549.7776249618098,7.911509999999899,16.197587801349506,25.99255000000007,37.72419999999964,36.283250000000066
25,35.96386558673224,33.478251957421335,66.52174804257866,891280.4,0.5,1.9871212379135037,695.0657422329009,8.91280399999994,18.44588970425002,30.697975000000064,37.298124999999665,32.00389999999989
30,35.315254073859805,30.035195496555286,69.96480450344471,975534.4,0.5,2.3295656662179534,849.3619817679698,9.75534400000009,20.622761248554276,34.59344999999981,36.62545000000007,28.78109999999998
35,34.52849291293028,27.3065797616842,72.6934202383158,1049109.8,0.5,2.662153427066243,1013.4860750995292,10.491098000000047,22.718060367599662,37.939424999999886,35.80949999999966,26.251074999999936
40,33.70600713528107,25.06387942853979,74.93612057146021,1115757.2,0.5,2.989904344109674,1186.4639717584964,11.157571999999993,24.735485912483973,40.86567500000007,34.95649999999942,24.177825000000006
45,32.879664448944176,23.197447218880335,76.80255278111966,1175973.2,0.5,3.3109893731863402,1368.2737769115993,11.75973199999984,26.686797505057065,43.47939999999973,34.09950000000002,22.421100000000166
50,32.04093144344808,21.568977965443775,78.43102203455622,1232497.8,0.5,3.636448819559674,1560.0903590747046,12.324977999999813,28.534844407619318,45.84764999999995,33.229649999999744,20.922699999999896
55,31.229727123710347,20.150963023205684,79.84903697679431,1285828.4,0.5,3.962733500991709,1760.620940330949,12.858284000000008,30.30461682635188,48.04152499999988,32.388349999999846,19.570125000000154
60,30.436047632822294,18.889506933652918,81.11049306634709,1336836.0,0.5,4.294048415436814,1970.7131415449094,13.368359999999958,32.010634090536556,50.07482499999993,31.565225000000186,18.359949999999834
65,29.62045607945232,17.74551303168511,82.2544869683149,1384885.2,0.5,4.63545814907706,2193.5978527362204,13.848851999999912,33.64990710645884,51.95264999999993,30.719375000000287,17.327975000000006
70,28.875036158518945,16.723309562142685,83.27669043785731,1432554.0,0.5,4.979868557598012,2423.2631247562335,14.3255399999999,35.19085284350463,53.74369999999946,29.946299999999987,16.310000000000137
75,28.126747661749107,15.782198307217687,84.21780169278232,1478640.8,0.5,5.336375409537238,2665.336857527031,14.78640799999998,36.673539671410545,55.44742499999986,29.1702500000002,15.382325000000085
80,27.374650467650177,14.908339409455067,85.09166059054493,1523456.0,0.5,5.7081695464499,2921.0913635680904,15.234560000000025,38.10001700548359,57.06384999999972,28.39025000000014,14.545900000000108
85,26.63258123613923,14.096693924404851,85.90330607559515,1567496.2,0.5,6.094580654973745,3190.0773351822645,15.674961999999969,39.46094972918628,58.580149999999676,27.62065000000005,13.799200000000003
90,25.91461768392633,13.342801988850601,86.6571980111494,1611418.4,0.5,6.495097315181042,3471.0676562714625,16.1141839999997,40.76019584710839,60.078524999999715,26.876050000000156,13.045425000000117
95,25.196726448751328,12.636499061415606,87.3635009385844,1654351.2,0.5,6.913847475665406,3767.9811892228913,16.543511999999964,41.994320258101766,61.50189999999971,26.131524999999964,12.36657499999989
100,24.50730402082731,11.974410522015939,88.02558947798406,1698055.8,0.5,7.352080283076708,4078.0416629439555,16.980557999999956,43.17887267284585,62.893749999999464,25.416525000000092,11.689725000000072
