NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE,RU_SUCCESS_RATE,RU_IDLE_RATE
1,12.05283964902131,100.0,0.0,100000.0,7.999999999999997,0.0,82.968,1.0,8.000244999999964,0.0,12.50000000000001,87.50000000000001
5,35.31501301706682,58.72836858559242,41.27163141440758,498909.8,4.204219419967567,0.7027578777449597,141.5822267878661,4.989097999999924,11.404411610252197,12.017475000000086,36.62519999999962,51.35732499999966
10,37.30112814579115,41.06997224448354,58.93002775551646,753543.2,1.3712433805973796,1.4348816065385077,268.0797319822396,7.535431999999966,16.005225162889804,24.160550000000214,38.68499999999973,37.154449999999905
15,36.497372480956514,41.29827894102134,58.70172105897866,733230.2,0.7112573801179038,1.421418002343604,410.9589550606423,7.33230199999998,16.78792334309136,23.259725000000063,37.85142499999978,38.88884999999974
20,36.175055443062384,41.288996227211115,58.711003772788885,726918.0,0.49026014858586936,1.4219611888191892,552.8226321849169,7.269179999999989,17.076609884945942,22.992875000000105,37.51714999999936,39.489975000000314
25,35.98242695979173,41.21680851219163,58.78319148780837,724313.2,0.3735198626632882,1.4261855991041854,694.703597183727,7.243131999999996,17.231022797813303,22.883699999999987,37.31737499999967,39.798925000000054
30,35.86312795294572,41.251974478207735,58.748025521792265,721296.6,0.3025437236818319,1.4240984590210557,836.3997020970191,7.212965999999985,17.322258284454755,22.747250000000104,37.19364999999972,40.0590999999995
35,35.777890270947836,41.06269882695548,58.93730117304452,722899.4,0.2549681219606454,1.4353416278672302,978.1064848541986,7.2289939999999815,17.41774678718706,22.84035000000022,37.10524999999967,40.05439999999964
40,35.67098158326102,41.20162087950872,58.79837912049128,718309.2,0.2201700731045456,1.4270995400338324,1121.1885208743502,7.1830919999999665,17.43429952442358,22.64074999999999,36.99437499999974,40.364874999999415
45,35.637378266319544,41.094268880464384,58.905731119535616,719506.8,0.1927735950110514,1.43348460217724,1262.487930421459,7.195067999999921,17.485055961765287,22.705375000000107,36.95952499999994,40.335099999999564
50,35.59157747565327,41.042960437749535,58.957039562250465,719480.8,0.17253538618227465,1.436589244111882,1404.5727900446811,7.1948079999999335,17.529572322979163,22.70287500000013,36.91202499999988,40.385099999999724
55,35.578897888342496,40.987825876298594,59.012174123701406,720192.0,0.15526128899334696,1.439834771441834,1545.4915353825222,7.20191999999996,17.559151709755618,22.723924999999888,36.898874999999805,40.3772
60,35.61392344036255,40.98232452888656,59.01767547111344,720997.8,0.14113554163752212,1.4400402874706735,1684.2254185690538,7.209977999999983,17.582509453915623,22.741149999999983,36.93520000000001,40.32364999999945
65,35.54965769935397,40.76829798609884,59.23170201390116,723474.6,0.12949313386607278,1.4528407241464398,1827.8607985862413,7.234746000000035,17.651656009837176,22.88170000000005,36.868549999999736,40.24974999999967
70,35.45764632147334,41.50018970611479,58.49981029388521,708876.2,0.12047536647869428,1.4097262872635539,1973.586998818503,7.08876199999998,17.48514145803184,22.21115000000006,36.773125000000014,41.01572500000014
75,35.48271622794331,41.033115221446295,58.966884778553705,717452.2,0.1117725468352941,1.4370560847716247,2113.03507437574,7.174521999999965,17.606921907664436,22.606225000000318,36.79912499999938,40.59464999999981
80,35.48189663484717,40.985935810186376,59.014064189813624,718261.6,0.1045942908706268,1.4399235039393221,2253.8890589140697,7.182615999999958,17.624208442677386,22.650199999999998,36.79827499999972,40.55152500000005
85,35.51950149455212,40.9823558741751,59.0176441258249,719085.4,0.09806056565326013,1.440074527114647,2392.158418304519,7.190853999999969,17.638194422969832,22.666550000000104,36.83727499999982,40.49617499999957
90,35.48172789509208,40.93090907483826,59.06909092516174,719223.8,0.09244233736731067,1.4432728297943498,2535.54461551402,7.192237999999934,17.648727881920347,22.680175000000162,36.79809999999974,40.52172499999972
95,35.47001253495323,40.93997830921271,59.06002169078729,718827.2,0.0872473853118553,1.4426553913097528,2677.1917885556486,7.188272000000021,17.65750850933614,22.67422500000018,36.78594999999963,40.53982499999951
100,35.44535242503134,40.87041874478503,59.12958125521497,719549.6,0.08276192061794888,1.4466825242077181,2819.941230787984,7.195495999999965,17.680871275002584,22.71115000000013,36.7603749999999,40.52847499999996
