NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE
1,10.873347251217815,100.0,0.0,100000.0,1.0,0.0,0.0,1.0,8.0,0.0
2,19.392027661795403,98.40103859930392,1.5989614006960835,181242.6,1.0,0.07271295141461263,4.724015027504554,1.6,8.697089741287591,1.1617983043751159
3,26.14794276270007,96.99251530351107,3.0074846964889304,247934.0,1.0,0.14081346695868172,9.148369321371634,2.6,9.446318876617635,1.085511996309246
4,31.57215553235908,95.74403682999295,4.25596317000705,303269.8,1.0,0.20533602025477715,13.340270563912362,3.2,10.221334900823932,0.005509098073238948
5,36.00730688935282,94.63563309737725,5.3643669026227485,349923.2,1.0,0.26633840088291344,17.30347322856112,3.6,10.99344278577135,1.0665704659054787
6,39.67640918580376,93.60882975710602,6.391170242893978,389809.4,1.0,0.3248481638659796,21.104735510044964,3.8,11.762749152723377,1.2291453767155651
7,42.80649791231733,92.69866830335452,7.301331696645477,424690.6,1.0,0.38002038651815573,24.689164471311543,4.4,12.510842965376344,1.9449963979374563
8,45.48181976339597,91.84689286933862,8.153107130661382,455417.8,1.0,0.43297590944115605,28.12957888457303,4.2,13.251185783842184,1.6610509379668774
9,47.76015570633264,91.07611787949166,8.923882120508338,482278.4,1.0,0.4848582993542337,31.500273992445855,5.4,13.959589667069386,1.9487497710245674
10,49.77831419624217,90.28847166766596,9.71152833233404,507042.8,1.0,0.5341756240394244,34.704321942593324,5.4,14.648394415997824,3.0383283655849587
11,51.57178583855254,89.6008446405256,10.399155359474406,529342.4,1.0,0.5824408921383155,37.840019880442085,6.2,15.318295254203525,5.100877337014206
12,53.100121781489214,88.84550046433444,11.154499535665565,549663.6,1.0,0.6309267730080304,40.99005058878572,6.0,15.965204055285938,5.709488514014384
13,54.50789405010438,88.23850971485776,11.761490285142244,568117.4,1.0,0.6771774053803373,43.99486167274976,6.6,16.600706514523296,3.9432871009485475
14,55.76296102992345,87.65516244744455,12.344837552555447,585066.4,1.0,0.722738189030655,46.954854664943596,6.4,17.21561070118649,3.6700029559673553
15,56.895463639526795,87.05283049496288,12.947169505037124,601078.8,1.0,0.7671011456322778,49.83702722943783,6.0,17.803920228670663,4.764325884354603
16,57.92042884481559,86.49160190007393,13.508398099926069,615877.8,1.0,0.8112220736426382,52.703475680414925,6.8,18.383144163044808,6.439276121785303
17,58.85497129436326,85.95660431094838,14.043395689051621,629710.4,1.0,0.8547091874548078,55.52874649056396,7.0,18.9538296030885,4.92106229060867
18,59.653618649965196,85.35697224799287,14.643027752007129,642739.0,1.0,0.8982450570754166,58.35718486807567,7.0,19.49899853416954,5.6709633400888775
19,60.46070372303409,84.93427350557128,15.065726494428716,654677.0,1.0,0.9396731312714653,61.048683992444566,7.2,20.034387319902716,4.611506881554734
20,61.15703288100209,84.41728187682656,15.582718123173436,666272.8,1.0,0.9820340905465551,63.8007907946286,6.8,20.552610134412273,4.722017112600702
21,61.81339161447461,83.91282581942842,16.08717418057158,677471.4,1.0,1.0231017060685845,66.4688716398638,8.4,21.053190860615313,6.388425488184136
22,62.4177757480863,83.48155465597654,16.518445344023462,687629.6,1.0,1.064314835942928,69.14640626154015,7.4,21.548181968228484,6.95263533807398
23,62.95372303409882,83.01495869337732,16.985041306622676,697432.0,1.0,1.1048067873632714,71.77708736141702,8.0,22.032857171447198,7.97560729350049
24,63.482472164231034,82.52589737364528,17.47410262635472,707457.4,1.0,1.1454781137484809,74.41942209401131,8.2,22.495913851494773,9.174184529634905
25,63.909729471120386,82.13431713057986,17.86568286942014,715614.4,1.0,1.1860708255587067,77.05664939489806,7.6,22.967138598943748,10.177851944924726
26,64.31284794711203,81.64767208669748,18.352327913302517,724420.4,1.0,1.227285680927884,79.73429611852278,7.4,23.426709537521162,8.399096901680963
27,64.70000434933891,81.23545188422572,18.764548115774275,732479.6,1.0,1.2671618358087735,82.3249701488244,7.6,23.864784217548287,8.022182311169349
28,65.08470337508699,80.86235044441112,19.13764955558888,740234.4,1.0,1.3062842956196916,84.86667811782013,8.0,24.288740507960842,7.283123202543822
29,65.4661186499652,80.51367471816037,19.486325281839626,747797.0,1.0,1.344933906365578,87.37766602875888,8.2,24.70362286161153,5.033864916871315
30,65.75197894919972,80.09646518376779,19.90353481623221,754974.4,1.0,1.3854360781456858,90.00901112496892,7.8,25.117763239247903,6.662263309409906
31,66.04064457202506,79.70050369532314,20.299496304676865,762056.2,1.0,1.4248048846306696,92.56672374468535,9.6,25.529878156104655,9.28140596565822
32,66.2893180236604,79.3141209181409,20.6858790818591,768652.2,1.0,1.4637282121599813,95.09549448760967,9.0,25.92092391703837,8.34143230894573
33,66.50376217814892,78.90961082919287,21.09038917080713,775091.8,1.0,1.503536143593394,97.68173617697563,7.4,26.322555317119104,13.9853908632471
34,66.77746607515658,78.58852364732338,21.411476352676615,781461.4,1.0,1.5420437177136577,100.18349625242092,8.6,26.688756188215194,6.82703582107105
35,66.9839074460682,78.24428549337293,21.755714506627072,787325.8,1.0,1.5809275081050005,102.70969834656567,9.0,27.06627357605718,10.527882093590266
36,67.133959638135,77.85416219608734,22.145837803912656,793044.0,1.0,1.6199200722173512,105.24296725181688,9.2,27.43902655927269,12.553366192241683
37,67.34020528879611,77.55953639811838,22.440463601881618,798502.0,1.0,1.6583098931336626,107.7370771371078,9.2,27.796985366357223,9.693572550344285
