NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT,TX_TRY
1,15.881082454580108,100.0,100000.0,7.999999999999999,0.0,1.0
2,27.71227925295389,87.54425361368287,199326.24,3.7898966258759565,0.14227782891446902,1.9
3,35.572433617075326,77.22767044829673,290041.58,2.4393261852362396,0.2948735935817027,2.98
4,39.48517024520392,70.27191836413296,353811.46,1.781321153608758,0.42304238038008024,3.58
5,41.32807140134671,65.84154940120146,395243.42,1.4060236206018453,0.5188006764351395,4.2
6,42.50148964553425,62.75607458366241,426449.94,1.151399382364123,0.593472561391886,4.08
7,43.177477448862916,60.52344453771433,449214.16,0.9848581414282574,0.6522558980129233,4.9
8,43.106479481641465,59.60816073158755,455361.74,0.8718635113558775,0.6776244701352464,4.88
9,43.1368885783255,58.75754492387803,462279.76,0.7830597036012819,0.7019121522073068,4.7
10,43.38569749714141,57.72814394282189,473236.98,0.7062755336223399,0.7322610387548916,5.22
11,43.54093507813493,56.93093139683869,481580.68,0.6462195392092578,0.7565201057229993,5.56
12,43.69921865074323,56.23795034968856,489287.14,0.5926339604838491,0.7781694705969457,5.48
13,43.75361771058315,55.72433787614055,494411.82,0.5495386799923103,0.7945476866338563,5.54
14,43.94685872189049,55.0221460184147,502932.96,0.514017973434657,0.8174561516230833,5.24
15,44.048557997713125,54.5731831539093,508243.88,0.4799291436845091,0.8324054604580384,5.62
16,43.86323529411763,54.61138889942204,505751.38,0.4547759100124673,0.8311244395940842,5.86
17,44.01275886164401,54.1024274951642,512249.48,0.42847709143043333,0.8483567767763935,6.22
18,43.99968237835091,53.84142632683866,514579.86,0.4058774103282655,0.8572992278756919,5.74
19,44.13333121585568,53.41830576062502,520231.26,0.38642427937938,0.8720189278251371,6.06
20,44.21682759496886,53.060999050584286,524725.14,0.3680353894345905,0.8846375493807963,5.78
21,44.05726718333121,53.26919823749161,520788.16,0.3523518256336636,0.8772681536672308,5.96
22,44.16725320797865,52.88428680749205,525888.22,0.33689819719223424,0.8909265669410624,5.92
23,44.23443018676152,52.62394783013486,529293.66,0.32279482578143154,0.900269489222353,6.32
24,44.21100559014104,52.4984247292993,530278.52,0.3100133196650894,0.9048147143631239,6.08
25,44.21732626095795,52.32801674761438,532081.22,0.2979840477124703,0.9110174003172213,6.62
26,44.284814508956934,52.146751320767564,534745.8,0.2871683647942844,0.9176784072596874,6.44
27,44.27994219285987,52.03539201075896,535831.24,0.27700814825479797,0.921764411871406,7.0
28,44.322481260322704,51.81530996380053,538623.92,0.26786921189174095,0.9299425461100591,6.9
29,44.38996315588871,51.607153079441645,541620.0,0.25842357576110764,0.9376995049013351,6.64
30,44.46057997713124,51.35386698194689,545157.1,0.2504570868246806,0.9472777785474328,7.3
31,44.41964172277982,51.404776924863015,544115.82,0.24266116130062307,0.945362258601379,6.22
32,44.13956295261085,51.89875844187197,535538.7,0.2363246493126019,0.9268418259060893,7.02
33,44.28634544530555,51.592887266867265,540505.02,0.22907134881842836,0.9382441726795353,6.96
34,44.34356816160588,51.386415205585955,543377.98,0.22274282935556453,0.9460449666979502,6.82
35,44.40270296023377,51.206925123475315,546009.88,0.21656143132479008,0.9528640168858377,7.02
36,44.38982657857959,51.114263652881554,546841.02,0.21061667170340279,0.9564058047312116,6.98
37,44.43210202007369,51.0352964903978,548208.8,0.20504279281451548,0.9594442566751318,6.82
