NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT
1,15.881082454580108,100.0,100000.0,1.9999999999999998,0.0
2,27.455758480498034,87.63599274127382,197274.42,1.4770544365282248,0.14108405212490763
3,35.1650711472494,77.53144606063114,285596.8,1.3058044650906624,0.2897998399558809
4,40.0291640198196,69.60833610179327,362105.38,1.223707250618424,0.4366099807925093
5,43.54402553678057,62.990091161673384,435287.46,1.1717373338049368,0.5875499035948163
6,45.61959090331596,57.838565855988776,496653.66,1.114140580814484,0.7289504839864233
7,46.76409287257019,54.010824359687206,545194.44,1.0442491743307871,0.8514819831522038
8,47.13092681997205,51.68311280789821,574218.3,0.9588735751477893,0.9348782380913356
9,46.89054122729007,51.02195705148775,578692.7,0.8386838781492153,0.959940771593305
10,47.58608181933681,48.211010493323336,621517.7,0.8211212736885096,1.0742161592383652
11,47.96563333756827,45.87505756754893,658374.92,0.8006661452135897,1.1798429650093705
12,48.19764007114724,43.7927315353954,693016.46,0.78454784016032,1.2834919716898079
13,48.32860818193369,41.931529468732194,725743.96,0.7656515954133688,1.384855593882227
14,48.35331279380002,40.51064533807174,751582.82,0.7469111469258128,1.468519327193999
15,48.26084677931648,39.70124960864544,765438.94,0.7304525878913206,1.518848396507911
16,48.19918053614534,38.73965578844288,783436.26,0.7134749360792371,1.5813481428065774
17,48.14341252699783,37.575100278411995,806782.5,0.6958181350915595,1.6613907866484001
18,48.03595794689365,36.57577418679127,826975.66,0.6758622139227596,1.7340873061133544
19,47.92014038876891,35.78420479158301,843231.02,0.6595703795760118,1.7945514685273412
20,47.80686698005336,35.053774932642774,858766.92,0.6438087595458721,1.8528030786481386
21,47.66630987168086,34.32114744803728,874519.76,0.6238798476045162,1.9136975393598403
22,47.56673230847414,33.80458920370715,886027.94,0.607229602731713,1.9582093413701094
23,47.47884639817051,33.639226059762564,888738.42,0.5910398119819679,1.9727580346990063
24,47.38308347096936,33.23060206211853,897852.44,0.5746430875607086,2.0093292031876238
25,47.28709503239743,32.772318684349145,908563.52,0.5571453168908276,2.051405549887669
26,47.1782524456867,32.40347851488087,916790.66,0.542290190113658,2.086162731455727
27,47.098939143692014,32.15168047059394,922416.92,0.523436538488827,2.1103309290877363
28,47.02014356498539,31.88470365062262,928584.38,0.5076635628917171,2.136367446023455
29,46.94098907381528,31.622381475822234,934711.22,0.4917141362379028,2.162414307836045
30,46.90490090204552,31.50664359125423,937423.88,0.4742015574918319,2.174024986912925
31,46.908801295896325,31.706978822848928,931578.22,0.4596884596554333,2.153959036620689
32,46.90294752890358,31.708431007365036,931419.46,0.4451879915003022,2.153837334107601
33,46.87299580739422,31.624727227895008,933288.36,0.42711171779007984,2.1621702212342804
34,46.853751111675784,31.63084920457785,932724.58,0.41084202022136834,2.16159290379942
35,46.84649345699405,31.73771638810256,929440.04,0.3943730918788874,2.1509312425658305
36,46.872802058188306,31.847411211299903,926758.74,0.37895987106467754,2.140035738325563
37,46.88070766103417,31.971444367039368,923319.22,0.3628015844820617,2.1278877482724154
38,46.88709185618092,32.107980976825715,919518.34,0.3471582173701971,2.114633311053613
39,46.945108626604004,32.55204630286453,908096.54,0.3346502523571382,2.072123474728058
40,47.00699402871301,32.881492618995416,900183.16,0.31812233631575204,2.041348231552522
41,47.04631558887054,33.14843459827867,893681.06,0.3016331826237278,2.0168309640176294
42,47.07724876127557,33.5510188864552,883538.2,0.2862749143289294,1.98067024108438
43,47.119244695718464,33.99417861885084,872798.34,0.2723914235999825,1.9418066138704473
44,47.15725765468175,34.48495079372366,861070.68,0.256708010945559,1.8999225295343334
45,47.20441811713886,35.04808985934053,848082.76,0.2437201552988611,1.8533343421936477
46,47.244120823275324,35.578385096597735,836144.68,0.22820862678796305,1.810774170145329
47,47.21676724685554,36.35081516529162,817903.24,0.21480210719571016,1.7510697828266484
48,47.25447528903572,37.287806377848426,797987.22,0.20203817086515266,1.6819634070674976
49,47.21667513657732,37.985731148433956,782699.14,0.18810867033293355,1.6326673964243068
50,47.173719984754165,38.875640553378105,764086.34,0.17558131469195165,1.572422832057702
51,47.080650489137334,39.861274190473445,743722.94,0.16319188535292123,1.5088113122418263
52,46.94504510227417,40.926727690906084,722275.04,0.1508182968021355,1.4434604286823682
53,46.77647376445177,42.08249569036775,699915.88,0.13945401190106976,1.376372220187521
54,46.52989454961251,43.25348103120814,677377.64,0.1280337819413754,1.3120320861565102
55,46.271369584550904,44.368505341736466,656685.48,0.11799625267573907,1.253908350312802
56,45.86277791894294,45.97046743929916,628204.76,0.10993655914915497,1.1753843099184513
57,45.65978592300851,46.61324161408906,616800.06,0.103030209577302,1.1453941347161287
58,45.68915639690001,46.51629860808,618482.78,0.09999999999999992,1.1498181757904664
59,45.809029983483676,46.14849166765563,625048.0,0.09999999999999992,1.1669661309359143
60,45.890141024012195,45.76038007164518,631465.24,0.09999999999999992,1.1853365177021977
61,45.97531126921611,45.3938087855426,637746.2,0.09999999999999992,1.2030096917295963
62,46.04784334900266,45.0175923946715,644090.34,0.09999999999999992,1.2214205314990758
63,46.14265658747299,44.67999706604989,650293.28,0.09999999999999991,1.238211511513917
64,46.23199720492948,44.34004941002294,656547.68,0.09999999999999991,1.255340688321469
65,46.2831088807013,43.9842565128265,662590.12,0.09999999999999991,1.2736299339818964
66,46.34699212298311,43.653014513211176,668539.54,0.09999999999999991,1.2908743507839047
67,46.427413924533106,43.3402663178352,674532.24,0.09999999999999991,1.3074142040971797
68,46.46984817685173,43.01117497571266,680314.3,0.09999999999999991,1.3250690191625443
69,46.5271280650489,42.697791312427746,686152.5,0.09999999999999991,1.3421068631416524
70,46.57732181425486,42.391511235595125,691855.36,0.09999999999999991,1.3590223215845074
71,46.61748824799898,42.08823478624805,697441.84,0.09999999999999991,1.3760371336477468
72,46.69227861771059,41.794772336449014,703465.64,0.09999999999999991,1.392727251816041
73,46.71277156650997,41.50462390604479,708694.48,0.09999999999999991,1.4094843845197897
74,46.75943336297802,41.22263283488988,714255.0,0.09999999999999973,1.4259720941021157
75,46.75988756193621,40.91783989976569,719582.44,0.09999999999999973,1.4439982363187065
76,46.80222652776013,40.652200735085025,724940.32,0.09999999999999973,1.4600041019011403
77,46.84491805361453,40.381890742017944,730458.62,0.09999999999999973,1.4764492330906518
78,46.863444924406046,40.11373077564876,735632.6,0.09999999999999973,1.493018736785952
79,46.902855418625315,39.85627450007706,741006.98,0.09999999999999973,1.5091353136901042
80,46.90351924787193,39.584489151940495,746105.52,0.09999999999999973,1.52633391848234
81,46.93959471477576,39.3469177273444,751187.6,0.09999999999999973,1.541633941401358
82,46.94791640198198,39.09295029675001,756201.72,0.09999999999999973,1.558103818733667
83,46.95246792021345,38.83881025393357,761223.8,0.09999999999999973,1.5748444278020983
84,46.946722144581365,38.59222201670737,765993.8,0.09999999999999973,1.5913433504387302
85,46.98925168339475,38.36701108876161,771188.18,0.09999999999999973,1.6065644192120287
86,46.98774298056155,38.13422018812098,775871.0,0.09999999999999973,1.622490006258358
87,46.9788463981705,37.898323620249236,780552.62,0.09999999999999973,1.638798449951729
88,46.99410811840936,37.67273592572178,785481.66,0.09999999999999973,1.6545530618288748
89,46.99785605386864,37.446035708088296,790299.98,0.09999999999999973,1.670661110901377
90,46.9823815271249,37.227010838028605,794688.06,0.09999999999999973,1.6863812493622226
91,46.968676152966594,37.00730609566375,799172.78,0.09999999999999973,1.702325369712665
