NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT
1,15.881082454580108,100.0,100000.0,7.999999999999999,0.0
2,27.791786304154492,87.50078001951404,199997.44,3.806353287017709,0.1428471836129593
3,36.420785160716555,76.64526233689145,299215.34,2.4602234805230183,0.304712893991678
4,41.87498094270104,67.75242677535225,389179.16,1.8282789119018907,0.47596099965652244
5,44.60117520010165,61.5705556881797,456134.56,1.430649986631525,0.6241513032011305
6,45.755847414559774,57.60656837504092,500143.12,1.1866953902404598,0.7359271118405042
7,46.45013975352559,54.59984055068135,535692.16,1.0083975907870073,0.8315165238195718
8,46.5138832422818,53.15907722495811,550966.14,0.880194479774457,0.8811537780658273
9,46.54160525981452,51.9385791560887,564249.34,0.7961121102467018,0.925362941590327
10,46.72763943590393,50.66065550371175,580795.08,0.7115730890582662,0.973921241225085
11,46.83868314064287,49.6147289910937,594448.02,0.6529621798434717,1.0155424584569466
12,46.87470778808282,48.79794101278369,604862.9,0.5949002237103964,1.0492704192684363
13,46.94538178122219,48.097742141343794,614593.48,0.5527729182702145,1.0791122917014262
14,47.06788845127684,47.1006013289707,629242.6,0.5140788979230612,1.1231270908196342
15,47.09704611866346,46.56855136556173,636825.86,0.4816531863309536,1.1473807009467962
16,46.92105831533477,46.64082492017964,633463.1,0.4564169450841954,1.1440463176793967
17,47.00724494981576,45.95771712232928,644059.62,0.4272397381156206,1.1759213153384205
18,46.966598907381524,45.6439253739132,647926.76,0.40680941469003185,1.1908858280906678
19,47.04796404522933,45.09777491154036,656909.42,0.38554172283001686,1.2174323780088212
20,47.07942764578834,44.635192077978175,664161.52,0.3665914300667578,1.2403954517385207
21,46.92424406047517,45.04368699250398,655968.84,0.35140413011637023,1.2200855235510497
22,46.99223097446322,44.491854763797,665066.92,0.3367400697428551,1.2476478554791608
23,47.044962520645406,44.1649444426012,670741.56,0.3213517354178259,1.2642670840942694
24,47.003538305170885,43.94826674494293,673455.1,0.30938835238557777,1.2754308568445278
25,46.975473256257146,43.79948324146858,675339.18,0.297327554478464,1.2831590347990474
26,47.00346525219158,43.53680930975499,679818.7,0.28525489292997575,1.2969308168232954
27,46.97523504002032,43.4439706196849,680862.24,0.27643328212355067,1.3018369443203925
28,46.983744123999465,43.151996081726466,685593.26,0.2670338778356095,1.3174227122763689
29,47.01518231482658,42.8407491365981,691036.22,0.25791605492807873,1.3342760841829622
30,47.06233642485072,42.484163838692496,697535.3,0.2488069467343993,1.3538566217971408
31,46.99634099860246,42.71475943102337,692796.82,0.24222783622448746,1.3411613199092483
32,46.85651442002286,43.27018504624678,681869.3,0.2362386807370608,1.3111214700250577
33,46.91496950832169,42.87629102577792,688991.6,0.22852713307419173,1.3323265972980345
34,46.939089696353705,42.59002247248906,693979.42,0.2221741411659814,1.3480159860765637
35,46.965398297547964,42.42117040105427,697132.34,0.21611792137583788,1.3573770232841376
36,46.94761466141531,42.27026512477542,699356.08,0.2103385822407559,1.3657617587332513
37,46.968113962647685,42.184546238336296,701083.18,0.20489349331694703,1.3706067661841348
38,46.94170054630924,42.15553481226204,701171.18,0.1996547376121894,1.3722391517535641
39,46.94917418371236,42.00075689195786,703867.1,0.1946764751477836,1.3809665625488188
40,46.92616567145218,41.95139803983301,704349.72,0.19000473870500906,1.3837720592272422
41,46.965207724558525,41.7504719854,708328.3,0.18557694886182804,1.3952389460266243
42,46.89919641722779,41.841997952190084,705785.62,0.1811832474443772,1.3899699888318329
43,46.891351162495226,41.85333826790027,705476.48,0.17740826327517528,1.38935295037055
44,46.8922754414941,41.648735956834344,708955.96,0.17335598152691933,1.4011034886855698
45,46.9232848430949,41.558068224016225,710972.54,0.16961244461840638,1.4063581341806821
46,46.91459471477574,41.51110115574299,711645.14,0.16611163639562573,1.4090473855563734
47,46.924749078897214,41.423726281591364,713300.6,0.1623207101265299,1.4141198487627835
48,46.87550819463856,41.53323824010398,710673.3,0.15940249458275088,1.407767090072861
49,46.89414305679075,41.36836860534471,713789.26,0.1563491411296091,1.4173705840919755
50,46.89787828738407,41.253495246661544,715833.96,0.15321805596801744,1.4241133658925313
51,46.87789988565621,41.2579409842795,715451.76,0.15031601777422612,1.4238403730718596
52,46.89771947655952,41.14968383831719,717637.38,0.1474551230853882,1.43022706835481
53,46.89744314572482,41.14304385629394,717748.76,0.14479153038873896,1.4306209352614851
54,46.90894740185491,41.046749413518704,719609.26,0.14238272600918675,1.4363162019441102
55,46.886885402109,41.03279493404384,719515.42,0.13986483188401974,1.4371601606817632
56,46.86631940033033,40.97571621061923,720201.62,0.13729929898828946,1.440541240188833
57,46.86985452928471,40.88454425719709,721862.1,0.1350734425549647,1.445987603213586
58,46.88281984500065,40.83146054024557,723000.64,0.13276046458491858,1.4491669978039246
59,46.903255621903185,40.684964109253244,725920.1,0.1303544874832108,1.4579860647430445
60,46.924593444289165,40.475498560293495,730008.9,0.12842513926906393,1.4707078757835235
61,46.92289416846651,40.30533448045069,733064.2,0.12624550164891024,1.4811430677821884
62,46.92111231101513,40.30622190776388,733020.22,0.12420561778809641,1.4810727468821054
63,46.8782556219032,40.67678340802824,725679.12,0.12254626292949647,1.458501303096505
64,46.74873268962013,41.54120889033295,708615.36,0.12090535259692245,1.4073289428316185
65,46.767281793927076,41.30178155337864,713006.08,0.11899660639989458,1.4212986759427064
66,46.80809617583535,41.104629244760396,717051.1,0.11731599775252302,1.4328889738830002
67,46.832845254732575,40.96644380060625,719850.14,0.11564215290026514,1.441107434956223
68,46.83633909287257,40.84074298422554,722119.56,0.11391574004148289,1.4486477844428347
69,46.83369648075213,40.755761301761424,723584.44,0.11220134444694674,1.453698976040482
70,46.83865773091094,40.68524764567697,724915.36,0.1107803013972366,1.4579736678665571
71,46.84834519120824,40.6070051000992,726462.22,0.10922772268020911,1.4627063004532312
72,46.83606276203786,40.59082520797108,726561.32,0.10784455096979068,1.463750261928631
73,46.848106974971415,40.55104958444395,727461.06,0.10643633071801166,1.466142880463287
74,46.8547929106848,40.48753125620004,728706.22,0.10510080699980273,1.469985107961638
75,46.83981069749716,40.46463778634855,728885.38,0.10390762349349845,1.4714217270881904
76,46.85652077245585,40.359193684731,731050.46,0.10278158683192523,1.4778854241337962
77,46.83485897598782,40.288832760757515,731988.5,0.10176280568267682,1.482206640253943
78,46.86976241900648,40.10312020931417,735926.38,0.10092507479565599,1.4936753702616736
79,46.87496823783509,39.84616835080539,740754.4,0.1003314303769562,1.5098152775575435
