NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT,TX_TRY
1,15.881082454580108,100.0,100000.0,7.999999999999999,0.0,1.0,8.0
2,27.794174818955657,87.50718000000002,200000.0,7.999999999999999,0.14276292932839574,2.0,8.575920999999926
3,36.47404713505272,76.55659333333335,300000.0,7.999999999999999,0.3062241204059959,3.0,9.259972958333279
4,42.56168530047008,67.000605,400000.0,7.999999999999999,0.49252375542016125,4.0,10.085769253124951
5,46.54894549612501,58.62188234594069,499999.98,7.999999999999999,0.7058477834523847,5.0,11.09694964142586
6,48.880790242662954,51.2987924986938,599999.62,7.999999999999999,0.9493639124644556,6.0,12.335848313888185
7,49.89507368822258,44.88296618406892,699996.74,7.999999999999999,1.2280179599337915,7.0,13.853413837777255
8,49.87859230085123,39.26020268227533,799984.46,7.999999999999999,1.547107341811793,8.0,15.712828075182735
9,49.12203341379749,34.36992294755548,899948.54,7.999999999999999,1.9095153778110059,9.0,17.92634187269592
10,48.146487104561054,31.278605312383778,969252.84,3.9999999999999996,2.1970769416177167,9.68,19.746675538295335
11,47.75030491678312,30.587961615183964,982981.62,2.666666666666668,2.269268855533547,9.64,20.252271993921727
12,47.82661669419388,31.257293310809164,963469.74,1.9999999999999998,2.1992610982250658,10.08,19.836544476818528
13,47.79339029348241,31.618696211954084,951795.72,1.5999999999999988,2.162725993446065,9.86,19.609680282037615
14,47.81526172023883,32.16282662816605,936121.24,1.333333333333334,2.1091953788094613,9.46,19.265202542996363
15,47.73028840045737,32.25477711457338,931793.74,1.1428571428571408,2.100351115381013,9.6,19.211480300623986
16,47.64296468047262,32.32686284335789,928015.14,1.0,2.0934231145639988,9.5,19.161180710392205
17,47.71668784144326,33.0681224334326,908616.58,0.8888888888888904,2.024109294372606,9.82,18.710952985377986
18,47.75581565239485,33.78100112278579,890171.22,0.7999999999999998,1.9602915355487125,9.68,18.294467356509376
19,47.75942383432854,34.39370442101797,874379.4,0.7272727272727273,1.9075427250409869,9.48,17.950742710920228
20,47.68522106466776,34.23882686096189,876969.92,0.6666666666666675,1.9206890164160189,9.8,18.034108057951695
21,47.725752763308336,35.120630607299496,855677.96,0.6153846153846165,1.847363199737524,9.3,17.5713949367628
22,47.67448227671197,34.77080228668387,863358.34,0.571428571428572,1.876021904834365,9.5,17.75353492180111
23,47.602093126667526,34.82335481949652,860746.36,0.533333333333334,1.871671783656676,9.46,17.726819531700677
24,47.525873459535006,34.30023021118034,872474.88,0.5000000000000001,1.9154816837373687,10.14,18.004859664424785
25,47.5721668148901,35.42713916418075,845544.86,0.4705882352941184,1.8227465426072547,9.42,17.414593943064286
26,47.55970016516326,35.40273413887588,845905.88,0.4444444444444452,1.8246875918051984,9.7,17.4313685975872
27,47.5345477067717,35.61356575176417,840453.58,0.4210526315789474,1.807954338829124,9.96,17.31783842817764
28,47.48459852623555,35.557961719596335,840883.22,0.3999999999999999,1.81236548531321,9.7,17.34540967748867
29,47.44537542878923,35.27060007729107,847034.06,0.38095238095238104,1.8353022896244897,10.12,17.49201901289768
30,47.490283953754286,36.33432262191282,823014.22,0.3636363636363636,1.7522719177029378,9.62,16.970245673864703
31,47.46740884258669,36.12861299410245,827302.0,0.347826086956522,1.7679442858617065,10.06,17.07688938862939
32,47.431908270867744,35.923945639295404,831392.92,0.33333333333333376,1.7837034647603969,9.84,17.1705218084699
33,47.42063587854148,36.19706564854788,824923.78,0.32000000000000023,1.7627269417805196,9.92,17.039050912351637
34,47.39419070003811,36.47921671115376,818086.94,0.3076923076923083,1.7413571528521756,10.42,16.90111092768555
35,47.36356244441622,36.38503464849538,819674.24,0.29629629629629617,1.7484497232320475,10.18,16.951675439811844
36,47.37497776648457,36.46255752370061,818128.92,0.28571428571428603,1.7426262571926998,10.82,16.91098457499351
37,47.334055393215614,36.42437367119018,818279.12,0.27586206896551774,1.7454785342675674,10.4,16.93021898472539
38,47.3359420658112,36.44158499199459,817925.3,0.2666666666666671,1.7441745705910523,10.64,16.92052078018629
39,47.31239677296405,36.204176157999306,822879.18,0.2580645161290325,1.7622008057011138,10.22,17.028535965888533
40,47.2604592809046,35.732857708805284,832817.62,0.25000000000000006,1.7986169273096533,10.86,17.256238984930164
41,47.286999745902676,37.254964997496785,799240.44,0.24242424242424224,1.6843043980530548,10.48,16.546815039503386
42,47.27966586202514,37.01564046588638,804283.08,0.2352941176470592,1.701634723629879,10.64,16.662437164328697
43,47.27907190954137,37.00935499281842,804409.66,0.22857142857142898,1.7021017826976703,10.2,16.65849627933272
44,47.248122856053875,36.88314434070632,806633.76,0.2222222222222226,1.7113451594756037,10.92,16.71550794961696
45,47.2264674120188,36.99679319739023,803787.32,0.21621621621621628,1.7030057945245307,10.52,16.661829345655228
46,47.232838902299584,36.916295769916026,805648.9,0.21052631578947378,1.7089131228313124,11.0,16.7044370364581
47,47.230929996188536,37.12093387811627,801174.84,0.20512820512820504,1.6939842989586291,11.3,16.612545825596932
48,47.21661796468048,36.9149962213766,805400.4,0.19999999999999993,1.7090136097127078,11.36,16.708498131798603
49,47.20007622919577,37.112974790789664,800823.34,0.19512195121951234,1.6945734537876316,11.1,16.61377822839359
50,47.17542561300979,36.952537551048316,803880.38,0.19047619047619047,1.7062685828684778,11.32,16.686103890683867
51,47.166347986278744,37.532977617310756,791296.1,0.18604651162790728,1.6644392352660136,11.2,16.43043604159388
52,47.162978020581875,37.24311803239031,797397.78,0.18181818181818174,1.6851460360740944,11.82,16.551875591906605
53,47.14969825943337,37.261261905570834,796785.02,0.1777777777777779,1.6838651940477063,11.62,16.548365930083104
54,47.17244949815778,37.33734390319622,795545.1,0.173913043478261,1.6783588288481488,11.0,16.515020380650565
55,47.14689366027188,37.27470466669441,796450.38,0.17021276595744694,1.6828986661780445,12.0,16.546503444001004
56,47.147246220302385,37.008747065303666,802179.8,0.16666666666666685,1.7021761700932714,11.56,16.66279107718529
57,47.118472875111195,37.42501992427175,792773.32,0.16326530612244913,1.6720987523120143,11.76,16.473727564539725
58,47.1179392707407,37.385391275962554,793604.62,0.16000000000000011,1.6749257932138335,11.84,16.490852182333967
59,47.112269724304404,37.223392279171755,796962.48,0.1568627450980395,1.6865939666219145,11.72,16.563086052806828
60,47.09729068733324,37.37021282371239,793579.04,0.15384615384615413,1.676054824611077,12.1,16.49544191828881
61,47.09795769279634,37.33540927670491,794330.04,0.1509433962264151,1.6785224547012754,12.28,16.51458259677041
62,47.11303201626223,37.44354351200316,792289.6,0.14814814814814808,1.6707925702710376,12.12,16.468094527487224
63,47.111707533985516,37.544650593463615,790133.76,0.14545454545454556,1.663578506630989,12.18,16.420559583205446
