NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE,RU_SUCCESS_RATE,RU_IDLE_RATE
1,12.05283964902131,100.0,0.0,100000.0,1.0,0.0,82.968,1.0,8.0,0.0,12.50000000000001,87.50000000000001
5,30.30124867418764,67.3165587663831,32.683441233616904,373464.2,1.0,0.48552347422121545,165.00872523292318,3.7346420000000045,13.421921894935767,7.249349999999993,31.425425000000068,61.32522499999995
10,35.512149262366215,50.908691410876656,49.091308589123344,578756.4,1.0,0.9643376240875892,281.58546726697796,5.7875639999999775,19.657142168008292,15.99735000000004,36.82964999999995,47.17299999999982
15,36.59811011474303,41.419195993232094,58.580804006767906,733107.4,1.0,1.4143347167049813,409.82722669269924,7.331073999999987,24.744040318625128,23.24360000000018,37.9558999999998,38.80050000000008
20,36.301682576415004,34.81506376947151,65.18493623052849,865107.8,1.0,1.8723524347660774,550.8828207668253,8.65107799999996,28.99382953565612,29.50225000000006,37.64847499999938,32.84927500000008
25,35.35895767042715,29.81817373963279,70.18182626036722,983850.4,1.0,2.353623866648131,706.937874669911,9.838503999999825,32.65928073553571,35.01609999999993,36.670774999999864,28.31312499999992
30,34.13822196509498,25.867280618051687,74.1327193819483,1094966.0,1.0,2.8659867908433325,878.6730344588399,10.949659999999902,35.86109863992873,40.03824999999992,35.4047499999996,24.55700000000003
35,32.673994793173264,22.606557847349208,77.39344215265079,1199163.6,1.0,3.4235065254055628,1071.018872132308,11.991636000000002,38.68900367501835,44.5467750000001,33.88619999999959,21.567025000000154
40,31.10283482788545,19.850225837450722,80.14977416254928,1300004.8,1.0,4.037597193986192,1285.7918791544937,13.000047999999925,41.23112754390758,48.70809999999965,32.25675000000002,19.035150000000186
45,29.518802429852474,17.513638606676246,82.48636139332376,1398404.4,1.0,4.709647213403559,1524.0819549813623,13.98404399999987,43.48559945234617,52.581399999999825,30.61394999999997,16.804650000000102
50,27.88185806576029,15.484500318507745,84.51549968149226,1493946.6,1.0,5.4578129665678805,1792.8479043528746,14.93946599999991,45.54843461030961,56.158724999999414,28.916275000000116,14.925000000000006
55,26.28114453765307,13.723269596253289,86.27673040374671,1588902.8,1.0,6.2874277468420665,2092.162532025139,15.889027999999985,47.38830171126655,59.48652499999944,27.256175000000052,13.257300000000125
60,24.719168836177804,12.186772238036365,87.81322776196363,1682890.6,1.0,7.205504183182529,2426.3621965954153,16.828905999999996,49.045019903320515,62.60824999999951,25.63625000000003,11.755499999999893
65,23.166473821232284,10.822662149355079,89.17733785064492,1775973.2,1.0,8.239672033230162,2804.6314331271187,17.75973199999979,50.56116597383621,65.50189999999901,24.025950000000186,10.472150000000026
70,21.662158904637934,9.61961280283875,90.38038719716126,1868334.8,1.0,9.395809330543083,3229.980786394669,18.683348000000212,51.93518166441803,68.18247499999987,22.465825000000155,9.351700000000017
75,20.23204126892296,8.556070709978435,91.44392929002157,1961896.0,1.0,10.688069070018054,3705.170111764455,19.618959999999863,53.1695367917863,70.70864999999931,20.982650000000064,8.308699999999968
80,18.83311638221965,7.604427832191102,92.3955721678089,2054784.2,1.0,12.151302834121555,4245.545046264353,20.54784199999998,54.29171814696529,73.08292499999877,19.531825000000104,7.385250000000026
85,17.468469771478162,6.747805672443922,93.25219432755608,2147844.2,1.0,13.819070948224638,4862.665280137461,21.47844200000005,55.32058325661417,75.33709999999871,18.11655000000016,6.546350000000034
90,16.212491563012243,6.0004652780350645,93.99953472196493,2241689.4,1.0,15.664248753977034,5547.355917145071,22.416893999999946,56.23325279559462,77.34792499999881,16.813974999999946,5.838100000000006
95,15.000048211358598,5.3277582597650675,94.67224174023494,2335924.8,1.0,17.770651627329414,6328.162930212946,23.359247999999774,57.06336085955481,79.25112499999969,15.556550000000067,5.19232499999997
100,13.82586057275094,4.7172676161181855,95.28273238388181,2431712.4,1.0,20.196690454811137,7225.888061995412,24.317123999999986,57.8259850797739,81.06584999999946,14.338799999999901,4.595349999999988
