NUM_STATION,THROUGHPUT,SUCCESS_RATE,NUM_TX,ALPHA,FAIL_COUNT,TX_TRY,AVG_OCW
31,71.26611929869138,37.09737411812098,1209650.24,0.3672437338768788,1.6956212366184755,16.2,17.47328917806549
32,71.20826451530935,36.766859259748934,1219533.64,0.3557231882565856,1.7198524870970109,16.54,17.5065867559396
33,71.18004700800407,36.56512318372156,1225776.0,0.34645575459543887,1.7348635232189165,16.74,17.529793003508946
34,71.11828547833818,36.15228281087606,1238698.1,0.3355921287305405,1.7660797374152382,16.9,17.56188359345093
35,71.09759878033286,36.3142450427823,1232814.68,0.32693921553374883,1.7537469516579893,17.74,17.565928020516694
36,71.09091602083596,36.54874801415378,1224789.66,0.3186481222296046,1.7360843129566874,17.76,17.567070113513473
37,71.02095032397408,35.94079851865989,1244281.6,0.3096180359032322,1.7823710290675268,17.8,17.603466237188876
38,70.97628636767882,35.71203786277074,1251464.72,0.30227931162587174,1.8002029975195626,17.9,17.621668289547138
39,70.93241328928978,35.51529484679571,1257619.36,0.2943820230938524,1.8156925114121834,18.52,17.637419009072207
40,70.89479100495491,35.234432239970786,1266971.84,0.2868938556121424,1.8381340547894747,18.52,17.655713842129902
41,70.87091856180916,35.221646461618576,1267004.94,0.28017593191465123,1.8391742875669521,19.06,17.663819116309387
42,70.8184951086266,34.98035983201485,1274800.78,0.2740179739658847,1.8587614404786823,18.98,17.678625227573335
43,70.77327849066191,34.764157305917244,1281909.96,0.267274920448272,1.876532146736035,19.36,17.691945045521653
44,70.73691716427393,34.596232083944926,1287470.32,0.26166950290682833,1.8904867779419765,19.88,17.703117077140305
45,70.65677804599162,34.27958823845028,1297890.76,0.25587948871559507,1.9172012844347974,19.9,17.717511898153756
46,70.6011497903697,34.04362541543667,1305857.82,0.25033951403697335,1.9374161403463501,20.76,17.72928642983337
47,70.66078325498663,34.436453651771096,1292051.9,0.2456634429036152,1.903923013943724,20.7,17.724604396877922
48,70.6939175454199,34.79631637816374,1279289.24,0.2403705830378766,1.8738804382708085,20.88,17.719858979473848
49,70.62887498411892,34.308356982276436,1296290.36,0.23599164341289147,1.9147649200371568,20.96,17.737629861851243
